Queue,,,Dortmund,,info@cabaret-queue.de
Grusy Wohnzimmer,,,Emden,,Webformular
Cafe Einstein,,,Emden,,events@einstein-emden.de .
Janjas Musikbar,,,Cuxhaven,,(04721) 59 87 66
Captain Ahab's Gastronomie,,,Cuxhaven,,info@ahabs-gastro.com
Slattery's Irish Pub,,,Delmenhorst,,info@slatterys-irish-pub.de
Fiddler's Green,,,Stade,,kirschequell@aol.com
Apropos,,,Stade,,service@apropos-stade.de
Broderick,,,Elmshorn,,info@broderick-elmshorn.de
Liederbuch,,,Zwickau,,booking@liederbuch-zwickau.de
Club Seilerstrasse,,,Zwickau,,info@club-seilerstrasse.de
Atomino,,,Chemnitz,,club@atomino-chemnitz.de
Gambrinus,,,Klingenthal,,info@gambrinus-klingenthal.de
"Gasthof ""Zum Löwen""",,,Ebersbrunn,,
Kuhstall Tanna,,,Tanna,,
"Gasthof ""Grüner Baum""",,,Glauchau,,astglauchau@gmx.de
Alte Spinnerei,,,Glauchau,,info@altespinnerei.de
Anger,,,Neuwürschnitz,,post@anger-neuwuerschnitz.de
Wotufa-Saal,,,Neustadt/Orla,,wotufa@aol.com
Allee-Stübchen,,,Wuppertal,,info@allee-stuebchen.de
Bluesiana,,,Velden (AT),,music@bluesiana.net
Blue Garage,,,Frauental (AT),,bluegarage@aon.at
,,,,,
Knust,,,Hamburg,,info@knusthamburg.de
